Operon,Orientation,Genes
>OP_EGX79_RS00045,-,EGX79_RS00045,EGX79_RS00040,EGX79_RS00035
>OP_EGX79_RS01725,+,EGX79_RS01725,EGX79_RS01730,EGX79_RS01735
>OP_EGX79_RS01750,+,EGX79_RS01750,EGX79_RS01755
>OP_EGX79_RS01775,-,EGX79_RS01775,EGX79_RS01770
>OP_EGX79_RS01800,-,EGX79_RS01800,EGX79_RS01795
>OP_EGX79_RS01820,-,EGX79_RS01820,EGX79_RS01815,EGX79_RS01810
>OP_EGX79_RS01840,+,EGX79_RS01840,EGX79_RS01845,EGX79_RS01850,EGX79_RS01855
>OP_EGX79_RS01860,+,EGX79_RS01860,EGX79_RS01865,EGX79_RS01870,EGX79_RS01875
>OP_EGX79_RS01880,+,EGX79_RS01880,EGX79_RS01885
>OP_EGX79_RS01910,+,EGX79_RS01910,EGX79_RS01915,EGX79_RS01920
>OP_EGX79_RS02015,+,EGX79_RS02015,EGX79_RS02020
>OP_EGX79_RS02035,+,EGX79_RS02035,EGX79_RS02040,EGX79_RS02045,EGX79_RS02050,EGX79_RS02055,EGX79_RS02060,EGX79_RS02065,EGX79_RS02070,EGX79_RS02075,EGX79_RS02080,EGX79_RS02085
>OP_EGX79_RS02115,+,EGX79_RS02115,EGX79_RS02120,EGX79_RS02125
>OP_EGX79_RS02135,+,EGX79_RS02135,EGX79_RS02140,EGX79_RS02145,EGX79_RS02150,EGX79_RS02155,EGX79_RS02160
>OP_EGX79_RS02170,+,EGX79_RS02170,EGX79_RS02175
>OP_EGX79_RS02195,+,EGX79_RS02195,EGX79_RS02200,EGX79_RS02205
>OP_EGX79_RS02210,+,EGX79_RS02210,EGX79_RS02215
>OP_EGX79_RS02245,-,EGX79_RS02245,EGX79_RS02240
>OP_EGX79_RS02250,+,EGX79_RS02250,EGX79_RS02255
>OP_EGX79_RS02270,+,EGX79_RS02270,EGX79_RS02275
>OP_EGX79_RS02280,+,EGX79_RS02280,EGX79_RS02285
>OP_EGX79_RS02290,+,EGX79_RS02290,EGX79_RS02295,EGX79_RS02300,EGX79_RS02305,EGX79_RS02310
>OP_EGX79_RS02325,+,EGX79_RS02325,EGX79_RS02330,EGX79_RS02335
>OP_EGX79_RS02360,+,EGX79_RS02360,EGX79_RS02365,EGX79_RS02370,EGX79_RS02375,EGX79_RS02380
>OP_EGX79_RS02385,+,EGX79_RS02385,EGX79_RS02390
>OP_EGX79_RS02400,+,EGX79_RS02400,EGX79_RS02405
>OP_EGX79_RS02430,+,EGX79_RS02430,EGX79_RS02435
>OP_EGX79_RS02450,+,EGX79_RS02450,EGX79_RS02455
>OP_EGX79_RS02475,-,EGX79_RS02475,EGX79_RS02470
>OP_EGX79_RS02485,+,EGX79_RS02485,EGX79_RS02490,EGX79_RS02495
>OP_EGX79_RS02500,+,EGX79_RS02500,EGX79_RS02505
>OP_EGX79_RS02515,-,EGX79_RS02515,EGX79_RS02510
>OP_EGX79_RS02530,+,EGX79_RS02530,EGX79_RS02535
>OP_EGX79_RS02580,-,EGX79_RS02580,EGX79_RS02575
>OP_EGX79_RS02620,-,EGX79_RS02620,EGX79_RS02615,EGX79_RS02610
>OP_EGX79_RS02665,+,EGX79_RS02665,EGX79_RS02670
>OP_EGX79_RS02690,+,EGX79_RS02690,EGX79_RS02695,EGX79_RS02700
>OP_EGX79_RS02705,+,EGX79_RS02705,EGX79_RS02710,EGX79_RS02715
>OP_EGX79_RS02735,-,EGX79_RS02735,EGX79_RS02730
>OP_EGX79_RS02750,+,EGX79_RS02750,EGX79_RS02755
>OP_EGX79_RS02760,+,EGX79_RS02760,EGX79_RS02765,EGX79_RS02770
>OP_EGX79_RS02785,+,EGX79_RS02785,EGX79_RS02790
>OP_EGX79_RS02800,+,EGX79_RS02800,EGX79_RS02805,EGX79_RS02810
>OP_EGX79_RS02830,+,EGX79_RS02830,EGX79_RS02835
>OP_EGX79_RS02855,+,EGX79_RS02855,EGX79_RS02860
>OP_EGX79_RS02865,+,EGX79_RS02865,EGX79_RS02870,EGX79_RS02875
>OP_EGX79_RS02900,+,EGX79_RS02900,EGX79_RS02905
>OP_EGX79_RS02930,-,EGX79_RS02930,EGX79_RS02925,EGX79_RS02920
>OP_EGX79_RS02945,+,EGX79_RS02945,EGX79_RS02950
>OP_EGX79_RS02985,+,EGX79_RS02985,EGX79_RS02990,EGX79_RS02995
>OP_EGX79_RS03000,+,EGX79_RS03000,EGX79_RS03005
>OP_EGX79_RS03050,-,EGX79_RS03050,EGX79_RS03045
>OP_EGX79_RS03080,+,EGX79_RS03080,EGX79_RS03085,EGX79_RS03090,EGX79_RS03095
>OP_EGX79_RS03120,+,EGX79_RS03120,EGX79_RS03125
>OP_EGX79_RS03210,+,EGX79_RS03210,EGX79_RS03215
>OP_EGX79_RS03230,-,EGX79_RS03230,EGX79_RS03225
>OP_EGX79_RS03235,+,EGX79_RS03235,EGX79_RS03240
>OP_EGX79_RS03245,+,EGX79_RS03245,EGX79_RS03250
>OP_EGX79_RS03265,+,EGX79_RS03265,EGX79_RS03270
>OP_EGX79_RS03280,-,EGX79_RS03280,EGX79_RS03275
>OP_EGX79_RS03300,+,EGX79_RS03300,EGX79_RS03305
>OP_EGX79_RS03395,-,EGX79_RS03395,EGX79_RS03390
>OP_EGX79_RS03425,+,EGX79_RS03425,EGX79_RS03430
>OP_EGX79_RS03480,+,EGX79_RS03480,EGX79_RS03485
>OP_EGX79_RS03520,+,EGX79_RS03520,EGX79_RS03525
>OP_EGX79_RS03545,+,EGX79_RS03545,EGX79_RS03550,EGX79_RS03555
>OP_EGX79_RS03570,+,EGX79_RS03570,EGX79_RS03575
>OP_EGX79_RS03595,+,EGX79_RS03595,EGX79_RS03600
>OP_EGX79_RS03605,+,EGX79_RS03605,EGX79_RS03610,EGX79_RS03615
>OP_EGX79_RS03620,+,EGX79_RS03620,EGX79_RS03625,EGX79_RS03630
>OP_EGX79_RS03650,+,EGX79_RS03650,EGX79_RS03655
>OP_EGX79_RS03720,+,EGX79_RS03720,EGX79_RS03725
>OP_EGX79_RS03745,-,EGX79_RS03745,EGX79_RS03740,EGX79_RS03735
>OP_EGX79_RS03755,-,EGX79_RS03755,EGX79_RS03750
>OP_EGX79_RS03775,+,EGX79_RS03775,EGX79_RS03780,EGX79_RS03785,EGX79_RS03790,EGX79_RS03795
>OP_EGX79_RS03800,+,EGX79_RS03800,EGX79_RS03805
>OP_EGX79_RS03815,-,EGX79_RS03815,EGX79_RS03810
>OP_EGX79_RS03830,+,EGX79_RS03830,EGX79_RS03835
>OP_EGX79_RS03850,-,EGX79_RS03850,EGX79_RS03845
>OP_EGX79_RS03865,-,EGX79_RS03865,EGX79_RS03860
>OP_EGX79_RS03875,-,EGX79_RS03875,EGX79_RS03870
>OP_EGX79_RS03905,+,EGX79_RS03905,EGX79_RS03910
>OP_EGX79_RS03925,+,EGX79_RS03925,EGX79_RS03930,EGX79_RS03935,EGX79_RS03940,EGX79_RS03945
>OP_EGX79_RS03970,-,EGX79_RS03970,EGX79_RS03965
>OP_EGX79_RS03985,+,EGX79_RS03985,EGX79_RS03990,EGX79_RS03995
>OP_EGX79_RS04030,+,EGX79_RS04030,EGX79_RS04035
>OP_EGX79_RS04040,+,EGX79_RS04040,EGX79_RS04045
>OP_EGX79_RS04095,+,EGX79_RS04095,EGX79_RS04100
>OP_EGX79_RS04175,-,EGX79_RS04175,EGX79_RS04170
>OP_EGX79_RS04210,+,EGX79_RS04210,EGX79_RS04215,EGX79_RS04220,EGX79_RS04225,EGX79_RS04230
>OP_EGX79_RS04240,+,EGX79_RS04240,EGX79_RS04245,EGX79_RS04250
>OP_EGX79_RS04280,-,EGX79_RS04280,EGX79_RS04275,EGX79_RS04270
>OP_EGX79_RS04290,+,EGX79_RS04290,EGX79_RS04295,EGX79_RS04300
>OP_EGX79_RS04315,+,EGX79_RS04315,EGX79_RS04320,EGX79_RS04325
>OP_EGX79_RS04330,+,EGX79_RS04330,EGX79_RS04335
>OP_EGX79_RS04345,+,EGX79_RS04345,EGX79_RS04350,EGX79_RS04355
>OP_EGX79_RS04365,+,EGX79_RS04365,EGX79_RS04370,EGX79_RS04375
>OP_EGX79_RS04385,+,EGX79_RS04385,EGX79_RS04390
>OP_EGX79_RS04435,+,EGX79_RS04435,EGX79_RS04440
>OP_EGX79_RS04465,+,EGX79_RS04465,EGX79_RS04470
>OP_EGX79_RS04500,+,EGX79_RS04500,EGX79_RS04505
>OP_EGX79_RS04510,+,EGX79_RS04510,EGX79_RS04515,EGX79_RS04520
>OP_EGX79_RS04575,+,EGX79_RS04575,EGX79_RS04580
>OP_EGX79_RS04630,+,EGX79_RS04630,EGX79_RS04635
>OP_EGX79_RS04690,+,EGX79_RS04690,EGX79_RS04695
>OP_EGX79_RS04705,+,EGX79_RS04705,EGX79_RS04710
>OP_EGX79_RS04730,-,EGX79_RS04730,EGX79_RS04725
>OP_EGX79_RS04745,-,EGX79_RS04745,EGX79_RS04740
>OP_EGX79_RS04755,+,EGX79_RS04755,EGX79_RS04760,EGX79_RS04765
>OP_EGX79_RS04775,+,EGX79_RS04775,EGX79_RS04780
>OP_EGX79_RS04790,+,EGX79_RS04790,EGX79_RS04795,EGX79_RS04800,EGX79_RS04805,EGX79_RS04810,EGX79_RS04815,EGX79_RS04820,EGX79_RS04825,EGX79_RS04830,EGX79_RS04835,EGX79_RS04840,EGX79_RS04845,EGX79_RS04850
>OP_EGX79_RS04860,+,EGX79_RS04860,EGX79_RS04865
>OP_EGX79_RS04895,+,EGX79_RS04895,EGX79_RS04900,EGX79_RS04905
>OP_EGX79_RS04935,+,EGX79_RS04935,EGX79_RS04940
>OP_EGX79_RS04950,+,EGX79_RS04950,EGX79_RS04955,EGX79_RS04960
>OP_EGX79_RS04995,+,EGX79_RS04995,EGX79_RS05000
>OP_EGX79_RS05030,+,EGX79_RS05030,EGX79_RS05035
>OP_EGX79_RS05055,+,EGX79_RS05055,EGX79_RS05060,EGX79_RS05065,EGX79_RS05070,EGX79_RS05075,EGX79_RS05080
>OP_EGX79_RS05100,+,EGX79_RS05100,EGX79_RS05105
>OP_EGX79_RS05115,+,EGX79_RS05115,EGX79_RS05120
>OP_EGX79_RS05125,+,EGX79_RS05125,EGX79_RS05130,EGX79_RS05135,EGX79_RS05140
>OP_EGX79_RS05170,+,EGX79_RS05170,EGX79_RS05175,EGX79_RS05180
>OP_EGX79_RS05190,+,EGX79_RS05190,EGX79_RS05195
>OP_EGX79_RS05200,+,EGX79_RS05200,EGX79_RS05205
>OP_EGX79_RS05220,+,EGX79_RS05220,EGX79_RS05225,EGX79_RS05230
>OP_EGX79_RS05255,-,EGX79_RS05255,EGX79_RS05250,EGX79_RS05245
>OP_EGX79_RS05265,+,EGX79_RS05265,EGX79_RS05270
>OP_EGX79_RS05275,+,EGX79_RS05275,EGX79_RS05280
>OP_EGX79_RS05295,+,EGX79_RS05295,EGX79_RS05300
>OP_EGX79_RS05310,+,EGX79_RS05310,EGX79_RS05315
>OP_EGX79_RS05350,-,EGX79_RS05350,EGX79_RS05345,EGX79_RS05340
>OP_EGX79_RS05395,-,EGX79_RS05395,EGX79_RS05390
>OP_EGX79_RS05415,-,EGX79_RS05415,EGX79_RS05410
>OP_EGX79_RS05430,-,EGX79_RS05430,EGX79_RS05425
>OP_EGX79_RS05450,-,EGX79_RS05450,EGX79_RS05445,EGX79_RS05440
>OP_EGX79_RS05455,+,EGX79_RS05455,EGX79_RS05460,EGX79_RS05465
>OP_EGX79_RS05525,-,EGX79_RS05525,EGX79_RS05520
>OP_EGX79_RS05550,-,EGX79_RS05550,EGX79_RS05545
>OP_EGX79_RS05575,-,EGX79_RS05575,EGX79_RS05570,EGX79_RS05565
>OP_EGX79_RS05620,+,EGX79_RS05620,EGX79_RS05625
>OP_EGX79_RS05640,+,EGX79_RS05640,EGX79_RS05645,EGX79_RS05650,EGX79_RS05655
>OP_EGX79_RS05665,+,EGX79_RS05665,EGX79_RS05670,EGX79_RS05675
>OP_EGX79_RS05710,+,EGX79_RS05710,EGX79_RS05715
>OP_EGX79_RS05720,+,EGX79_RS05720,EGX79_RS05725
>OP_EGX79_RS05735,+,EGX79_RS05735,EGX79_RS05740
>OP_EGX79_RS05755,+,EGX79_RS05755,EGX79_RS05760
>OP_EGX79_RS05765,+,EGX79_RS05765,EGX79_RS05770
>OP_EGX79_RS05775,+,EGX79_RS05775,EGX79_RS05780,EGX79_RS05785
>OP_EGX79_RS05790,+,EGX79_RS05790,EGX79_RS05795
>OP_EGX79_RS05800,+,EGX79_RS05800,EGX79_RS05805,EGX79_RS05810
>OP_EGX79_RS05815,+,EGX79_RS05815,EGX79_RS05820
>OP_EGX79_RS05825,+,EGX79_RS05825,EGX79_RS05830,EGX79_RS05835
>OP_EGX79_RS05840,+,EGX79_RS05840,EGX79_RS05845,EGX79_RS05850
>OP_EGX79_RS05855,+,EGX79_RS05855,EGX79_RS05860
>OP_EGX79_RS05865,+,EGX79_RS05865,EGX79_RS05870
>OP_EGX79_RS05890,+,EGX79_RS05890,EGX79_RS05895,EGX79_RS05900,EGX79_RS05905
>OP_EGX79_RS05910,+,EGX79_RS05910,EGX79_RS05915,EGX79_RS05920,EGX79_RS05925,EGX79_RS05930
>OP_EGX79_RS05935,+,EGX79_RS05935,EGX79_RS05940
>OP_EGX79_RS05975,+,EGX79_RS05975,EGX79_RS05980
>OP_EGX79_RS06000,-,EGX79_RS06000,EGX79_RS05995
>OP_EGX79_RS06010,+,EGX79_RS06010,EGX79_RS06015,EGX79_RS06020
>OP_EGX79_RS06055,-,EGX79_RS06055,EGX79_RS06050,EGX79_RS06045
>OP_EGX79_RS06060,+,EGX79_RS06060,EGX79_RS06065,EGX79_RS06070
>OP_EGX79_RS06075,+,EGX79_RS06075,EGX79_RS06080,EGX79_RS06085,EGX79_RS06090
>OP_EGX79_RS06125,-,EGX79_RS06125,EGX79_RS06120,EGX79_RS06115,EGX79_RS06110
>OP_EGX79_RS06150,+,EGX79_RS06150,EGX79_RS06155
>OP_EGX79_RS06200,+,EGX79_RS06200,EGX79_RS06205
>OP_EGX79_RS06240,-,EGX79_RS06240,EGX79_RS06235
>OP_EGX79_RS06250,+,EGX79_RS06250,EGX79_RS06255,EGX79_RS06260
>OP_EGX79_RS06275,+,EGX79_RS06275,EGX79_RS06280,EGX79_RS06285
>OP_EGX79_RS06290,+,EGX79_RS06290,EGX79_RS06295
>OP_EGX79_RS06310,+,EGX79_RS06310,EGX79_RS06315
>OP_EGX79_RS06320,+,EGX79_RS06320,EGX79_RS06325,EGX79_RS06330,EGX79_RS06335
>OP_EGX79_RS06340,+,EGX79_RS06340,EGX79_RS06345,EGX79_RS06350
>OP_EGX79_RS06355,+,EGX79_RS06355,EGX79_RS06360,EGX79_RS06365,EGX79_RS06370,EGX79_RS06375
>OP_EGX79_RS06390,-,EGX79_RS06390,EGX79_RS06385,EGX79_RS06380
>OP_EGX79_RS06405,+,EGX79_RS06405,EGX79_RS06410,EGX79_RS06415
>OP_EGX79_RS06425,+,EGX79_RS06425,EGX79_RS06430
>OP_EGX79_RS06440,+,EGX79_RS06440,EGX79_RS06445
>OP_EGX79_RS06480,+,EGX79_RS06480,EGX79_RS06485,EGX79_RS06490,EGX79_RS06495,EGX79_RS06500,EGX79_RS06505
>OP_EGX79_RS06525,-,EGX79_RS06525,EGX79_RS06520
>OP_EGX79_RS06575,-,EGX79_RS06575,EGX79_RS06570
>OP_EGX79_RS06610,-,EGX79_RS06610,EGX79_RS06605,EGX79_RS06600
>OP_EGX79_RS06620,+,EGX79_RS06620,EGX79_RS06625
>OP_EGX79_RS06640,+,EGX79_RS06640,EGX79_RS06645
>OP_EGX79_RS06660,-,EGX79_RS06660,EGX79_RS06655,EGX79_RS06650
>OP_EGX79_RS06670,-,EGX79_RS06670,EGX79_RS06665
>OP_EGX79_RS06690,-,EGX79_RS06690,EGX79_RS06685,EGX79_RS06680,EGX79_RS06675
>OP_EGX79_RS06720,-,EGX79_RS06720,EGX79_RS06715,EGX79_RS06710,EGX79_RS06705,EGX79_RS06700
>OP_EGX79_RS06770,-,EGX79_RS06770,EGX79_RS06765,EGX79_RS06760,EGX79_RS06755,EGX79_RS06750,EGX79_RS06745
>OP_EGX79_RS06780,-,EGX79_RS06780,EGX79_RS06775
>OP_EGX79_RS06795,-,EGX79_RS06795,EGX79_RS06790,EGX79_RS06785
>OP_EGX79_RS06810,-,EGX79_RS06810,EGX79_RS06805,EGX79_RS06800
>OP_EGX79_RS06825,-,EGX79_RS06825,EGX79_RS06820,EGX79_RS06815
>OP_EGX79_RS06870,+,EGX79_RS06870,EGX79_RS06875
>OP_EGX79_RS06910,-,EGX79_RS06910,EGX79_RS06905
>OP_EGX79_RS06960,+,EGX79_RS06960,EGX79_RS06965,EGX79_RS06970
>OP_EGX79_RS06990,+,EGX79_RS06990,EGX79_RS06995
>OP_EGX79_RS07015,-,EGX79_RS07015,EGX79_RS07010,EGX79_RS07005,EGX79_RS07000
>OP_EGX79_RS07030,-,EGX79_RS07030,EGX79_RS07025,EGX79_RS07020
>OP_EGX79_RS07040,-,EGX79_RS07040,EGX79_RS07035
>OP_EGX79_RS07070,-,EGX79_RS07070,EGX79_RS07065
>OP_EGX79_RS07085,-,EGX79_RS07085,EGX79_RS07080,EGX79_RS07075
>OP_EGX79_RS07115,-,EGX79_RS07115,EGX79_RS07110,EGX79_RS07105
>OP_EGX79_RS07130,-,EGX79_RS07130,EGX79_RS07125
>OP_EGX79_RS07160,-,EGX79_RS07160,EGX79_RS07155
>OP_EGX79_RS07180,+,EGX79_RS07180,EGX79_RS07185
>OP_EGX79_RS07195,-,EGX79_RS07195,EGX79_RS07190
>OP_EGX79_RS07230,+,EGX79_RS07230,EGX79_RS07235
>OP_EGX79_RS07250,-,EGX79_RS07250,EGX79_RS07245
>OP_EGX79_RS07285,-,EGX79_RS07285,EGX79_RS07280
>OP_EGX79_RS07310,-,EGX79_RS07310,EGX79_RS07305
>OP_EGX79_RS07345,-,EGX79_RS07345,EGX79_RS07340,EGX79_RS07335,EGX79_RS07330,EGX79_RS07325,EGX79_RS07320,EGX79_RS07315
>OP_EGX79_RS07400,+,EGX79_RS07400,EGX79_RS07405
>OP_EGX79_RS07410,+,EGX79_RS07410,EGX79_RS07415
>OP_EGX79_RS07450,-,EGX79_RS07450,EGX79_RS07445
>OP_EGX79_RS07480,+,EGX79_RS07480,EGX79_RS07485,EGX79_RS07490
>OP_EGX79_RS07505,-,EGX79_RS07505,EGX79_RS07500
>OP_EGX79_RS07520,+,EGX79_RS07520,EGX79_RS07525
>OP_EGX79_RS07530,+,EGX79_RS07530,EGX79_RS07535
>OP_EGX79_RS07565,+,EGX79_RS07565,EGX79_RS07570
>OP_EGX79_RS07630,+,EGX79_RS07630,EGX79_RS07635
>OP_EGX79_RS07685,+,EGX79_RS07685,EGX79_RS07690
>OP_EGX79_RS07720,-,EGX79_RS07720,EGX79_RS07715,EGX79_RS07710
>OP_EGX79_RS07770,+,EGX79_RS07770,EGX79_RS07775
>OP_EGX79_RS07790,-,EGX79_RS07790,EGX79_RS07785
>OP_EGX79_RS07810,-,EGX79_RS07810,EGX79_RS07805
>OP_EGX79_RS07835,-,EGX79_RS07835,EGX79_RS07830
>OP_EGX79_RS07865,-,EGX79_RS07865,EGX79_RS07860
>OP_EGX79_RS07870,+,EGX79_RS07870,EGX79_RS07875
>OP_EGX79_RS07895,+,EGX79_RS07895,EGX79_RS07900
>OP_EGX79_RS07935,-,EGX79_RS07935,EGX79_RS07930,EGX79_RS07925
>OP_EGX79_RS07995,-,EGX79_RS07995,EGX79_RS07990,EGX79_RS07985,EGX79_RS07980,EGX79_RS07975,EGX79_RS07970,EGX79_RS07965,EGX79_RS07960,EGX79_RS07955,EGX79_RS07950,EGX79_RS07945
>OP_EGX79_RS08025,+,EGX79_RS08025,EGX79_RS08030
>OP_EGX79_RS08035,+,EGX79_RS08035,EGX79_RS08040
>OP_EGX79_RS08085,-,EGX79_RS08085,EGX79_RS08080
>OP_EGX79_RS08180,+,EGX79_RS08180,EGX79_RS08185
>OP_EGX79_RS08215,-,EGX79_RS08215,EGX79_RS08210
>OP_EGX79_RS08225,+,EGX79_RS08225,EGX79_RS08230,EGX79_RS08235,EGX79_RS08240
>OP_EGX79_RS08260,+,EGX79_RS08260,EGX79_RS08265
>OP_EGX79_RS08350,-,EGX79_RS08350,EGX79_RS08345
>OP_EGX79_RS08395,+,EGX79_RS08395,EGX79_RS08400
>OP_EGX79_RS08430,+,EGX79_RS08430,EGX79_RS08435
>OP_EGX79_RS08470,-,EGX79_RS08470,EGX79_RS08465
>OP_EGX79_RS08480,-,EGX79_RS08480,EGX79_RS08475
>OP_EGX79_RS08525,-,EGX79_RS08525,EGX79_RS08520
>OP_EGX79_RS08555,-,EGX79_RS08555,EGX79_RS08550,EGX79_RS08545
>OP_EGX79_RS08565,+,EGX79_RS08565,EGX79_RS08570
>OP_EGX79_RS08595,-,EGX79_RS08595,EGX79_RS08590,EGX79_RS08585
>OP_EGX79_RS08620,-,EGX79_RS08620,EGX79_RS08615,EGX79_RS08610,EGX79_RS08605,EGX79_RS08600
>OP_EGX79_RS08630,-,EGX79_RS08630,EGX79_RS08625
>OP_EGX79_RS08665,-,EGX79_RS08665,EGX79_RS08660
>OP_EGX79_RS08670,+,EGX79_RS08670,EGX79_RS08675
>OP_EGX79_RS08695,-,EGX79_RS08695,EGX79_RS08690
>OP_EGX79_RS08710,+,EGX79_RS08710,EGX79_RS08715
>OP_EGX79_RS08725,+,EGX79_RS08725,EGX79_RS08730
>OP_EGX79_RS08740,+,EGX79_RS08740,EGX79_RS08745
>OP_EGX79_RS08760,+,EGX79_RS08760,EGX79_RS08765
>OP_EGX79_RS08835,+,EGX79_RS08835,EGX79_RS08840
>OP_EGX79_RS08855,-,EGX79_RS08855,EGX79_RS08850,EGX79_RS08845
>OP_EGX79_RS08870,-,EGX79_RS08870,EGX79_RS08865
>OP_EGX79_RS08915,-,EGX79_RS08915,EGX79_RS08910
>OP_EGX79_RS08925,+,EGX79_RS08925,EGX79_RS08930
